啊哈	a'ha
必然王国	bi'ran'wang'guo
必然性	bi'ran'xing
必胜	bi'sheng
必修	bi'xiu
必修课	bi'xiu'ke
必需	bi'xu
必需品	bi'xu'pin
必须	bi'xu
必须的	bi'xu'de
必要	bi'yao
必要劳动	bi'yao'lao'dong
必要性	bi'yao'xing
必由之路	bi'you'zhi'lu
壁报	bi'bao
壁橱	bi'chu
壁虎	bi'hu
壁画	bi'hua
壁垒	bi'lei
壁炉	bi'lu
臂膊	bi'bo
避风	bi'feng
避开	bi'kai
避雷线	bi'lei'xian
避雷针	bi'lei'zhen
避乱	bi'luan
避免	bi'mian
避难	bi'nan
避实击虚	bi'shi'ji'xu
避暑	bi'shu
避暑山庄	bi'shu'shan'zhuang
避嫌	bi'xian
避邪	bi'xie
避孕	bi'yun
避孕药	bi'yun'yao
陛下	bi'xia
鞭策	bian'ce
鞭打	bian'da
鞭毛	bian'mao
鞭炮	bian'pao
鞭挞	bian'ta
鞭子	bian'zi
边材	bian'cai
边带	bian'dai
边地	bian'di
边儿	bian'er
边防	bian'fang
边锋	bian'feng
边际	bian'ji
边疆	bian'jiang
边角料	bian'jiao'liao
边界	bian'jie
边界层	bian'jie'ceng
边界问题	bian'jie'wen'ti
边境	bian'jing
边框	bian'kuang
边民	bian'min
边区	bian'qu
边上	bian'shang
边线	bian'xian
边沿	bian'yan
边缘	bian'yuan
边缘科学	bian'yuan'ke'xue
边远	bian'yuan
边远地区	bian'yuan'di'qu
边寨	bian'zhai
边陲	bian'chui
编程	bian'cheng
编篡	bian'cuan
编导	bian'dao
编订	bian'ding
编队	bian'dui
编号	bian'hao
编户	bian'hu
编辑	bian'ji
编辑部	bian'ji'bu
编剧	bian'ju
编码	bian'ma
编排	bian'pai
编入	bian'ru
编审	bian'shen
编写	bian'xie
编修	bian'xiu
编选	bian'xuan
编译	bian'yi
编印	bian'yin
编造	bian'zao
编者	bian'zhe
编者按	bian'zhe'an
编织	bian'zhi
编制	bian'zhi
编著	bian'zhu
编纂	bian'zuan
贬低	bian'di
贬值	bian'zhi
便从	bian'cong
便当	bian'dang
便道	bian'dao
便饭	bian'fan
便服	bian'fu
便会	bian'hui
便可	bian'ke
便利	bian'li
便能	bian'neng
便是	bian'shi
便条	bian'tiao
便携	bian'xie
便衣	bian'yi
便宜	bian'yi
便宜	pian'yi
便于	bian'yu
变本加厉	bian'ben'jia'li
变成	bian'cheng
变大	bian'da
变电	bian'dian
变电所	bian'dian'suo
变动	bian'dong
变法	bian'fa
变革	bian'ge
变更	bian'geng
变故	bian'gu
变红	bian'hong
变化	bian'hua
变换	bian'huan
变换器	bian'huan'qi
变幻	bian'huan
变节	bian'jie
变量	bian'liang
变流器	bian'liu'qi
变乱	bian'luan
变卖	bian'mai
变频	bian'pin
变频管	bian'pin'guan
变频器	bian'pin'qi
变迁	bian'qian
变色	bian'se
变数	bian'shu
变速	bian'su
变速器	bian'su'qi
变速运动	bian'su'yun'dong
变态	bian'tai
变通	bian'tong
变为	bian'wei
变位	bian'wei
变戏法	bian'xi'fa
变相	bian'xiang
变心	bian'xin
变形	bian'xing
变形虫	bian'xing'chong
变性	bian'xing
变修	bian'xiu
变压	bian'ya
变压器	bian'ya'qi
变样	bian'yang
变易	bian'yi
变异	bian'yi
变异系数	bian'yi'xi'shu
变异性	bian'yi'xing
变质	bian'zhi
变质处理	bian'zhi'chu'li
变种	bian'zhong
变阻器	bian'zu'qi
变卦	bian'gua
辨别	bian'bie
辨认	bian'ren
辨正	bian'zheng
辨证	bian'zheng
辨证论治	bian'zheng'lun'zhi
辩驳	bian'bo
辩护	bian'hu
辩护权	bian'hu'quan
辩护人	bian'hu'ren
辩护士	bian'hu'shi
辩解	bian'jie
辩论	bian'lun
辩证	bian'zheng
辩证法	bian'zheng'fa
辩证逻辑	bian'zheng'luo'ji
辩证唯物主义	bian'zheng'wei'wu'zhu'yi
辫子	bian'zi
遍布	bian'bu
遍地	bian'di
遍体鳞伤	bian'ti'lin'shang
遍野	bian'ye
标榜	biao'bang
标本	biao'ben
标兵	biao'bing
标尺	biao'chi
标的	biao'de
标灯	biao'deng
标点	biao'dian
标点符号	biao'dian'fu'hao
标定	biao'ding
标杆	biao'gan
标高	biao'gao
标号	biao'hao
标记	biao'ji
标价	biao'jia
标量	biao'liang
标明	biao'ming
标签	biao'qian
标枪	biao'qiang
标题	biao'ti
标统	biao'tong
标新立异	biao'xin'li'yi
标语	biao'yu
标志	biao'zhi
标准	biao'zhun
标准差	biao'zhun'cha
标准大气压	biao'zhun'da'qi'ya
标准工资	biao'zhun'gong'zi
标准规	biao'zhun'gui
标准化	biao'zhun'hua
标准件	biao'zhun'jian
标准木	biao'zhun'mu
标准溶液	biao'zhun'rong'ye
标准时	biao'zhun'shi
标准状况	biao'zhun'zhuang'kuang
标准状态	biao'zhun'zhuang'tai
彪形	biao'xing
膘肥	biao'fei
膘情	biao'qing
表白	biao'bai
表报	biao'bao
表笔	biao'bi
表表	biao'biao
表层	biao'ceng
表达	biao'da
表格	biao'ge
表观	biao'guan
表决	biao'jue
表决权	biao'jue'quan
表里	biao'li
表露	biao'lu
表妹	biao'mei
表面	biao'mian
表面光洁度	biao'mian'guang'jie'du
表面化	biao'mian'hua
表面活性剂	biao'mian'huo'xing'ji
表面积	biao'mian'ji
表面张力	biao'mian'zhang'li
表面质量	biao'mian'zhi'liang
表明	biao'ming
表盘	biao'pan
表皮	biao'pi
表情	biao'qing
表示	biao'shi
表述	biao'shu
表态	biao'tai
表同情	biao'tong'qing
表头	biao'tou
表土	biao'tu
表土层	biao'tu'ceng
表尾	biao'wei
表现	biao'xian
表现对象	biao'xian'dui'xiang
表现型	biao'xian'xing
表现形	biao'xian'xing
表象	biao'xiang
表演	biao'yan
表演赛	biao'yan'sai
表演艺术	biao'yan'yi'shu
表扬	biao'yang
表章	biao'zhang
表彰	biao'zhang
表针	biao'zhen
憋气	bie'qi
别把	bie'ba
别处	bie'chu
别传	bie'zhuan
别的	bie'de
别动	bie'dong
别动队	bie'dong'dui
别个	bie'ge
别管	bie'guan
别国	bie'guo
别后	bie'hou
别开生面	bie'kai'sheng'mian
别看	bie'kan
别名	bie'ming
别扭	bie'niu
别让	bie'rang
别人	bie'ren
别是	bie'shi
别墅	bie'shu
别说	bie'shuo
别提	bie'ti
别想	bie'xiang
别笑	bie'xiao
别有天地	bie'you'tian'di
别有用心	bie'you'yong'xin
别致	bie'zhi
别字	bie'zi
别後	bie'hou
瘪三	bie'san
彬彬	bin'bin
濒临	bin'lin
濒于	bin'yu
滨海	bin'hai
宾馆	bin'guan
宾客	bin'ke
宾语	bin'yu
宾州	bin'zhou
宾主	bin'zhu
摈斥	bin'chi
摈除	bin'chu
摈弃	bin'qi
兵备	bing'bei
兵变	bing'bian
兵部	bing'bu
兵船	bing'chuan
兵丁	bing'ding
兵法	bing'fa
兵工厂	bing'gong'chang
兵家	bing'jia
兵舰	bing'jian
兵力	bing'li
兵马	bing'ma
兵器	bing'qi
兵权	bing'quan
兵士	bing'shi
兵书	bing'shu
兵团	bing'tuan
兵役	bing'yi
兵营	bing'ying
兵员	bing'yuan
兵制	bing'zhi
兵种	bing'zhong
冰雹	bing'bao
冰场	bing'chang
冰川	bing'chuan
冰岛	bing'dao
冰点	bing'dian
冰冻	bing'dong
冰封	bing'feng
冰棍	bing'gun
冰棍儿	bing'gun'er
冰晶	bing'jing
冰晶石	bing'jing'shi
冰冷	bing'leng
冰凉	bing'liang
冰凌	bing'ling
冰期	bing'qi
冰球	bing'qiu
冰山	bing'shan
冰糖	bing'tang
冰天	bing'tian
冰天雪地	bing'tian'xue'di
冰箱	bing'xiang
冰雪	bing'xue
冰洋	bing'yang
冰镇	bing'zhen
丙醇	bing'chun
丙丁	bing'ding
丙方	bing'fang
丙类	bing'lei
丙酮	bing'tong
丙烷	bing'wan
丙稀	bing'xi
丙烯酸	bing'xi'suan
秉承	bing'cheng
秉公	bing'gong
饼干	bing'gan
饼子	bing'zi
病变	bing'bian
病程	bing'cheng
病虫害	bing'chong'hai
病床	bing'chuang
病倒	bing'dao
病毒	bing'du
病房	bing'fang
病根	bing'gen
病害	bing'hai
病号	bing'hao
病假	bing'jia
病菌	bing'jun
病理	bing'li
病理变化	bing'li'bian'hua
病理解剖学	bing'li'jie'pou'xue
病理学	bing'li'xue
病历	bing'li
病例	bing'li
病粒	bing'li
病魔	bing'mo
病情	bing'qing
病人	bing'ren
病势	bing'shi
病态	bing'tai
病危	bing'wei
病因	bing'yin
病愈	bing'yu
病原	bing'yuan
病原菌	bing'yuan'jun
病原体	bing'yuan'ti
病员	bing'yuan
病院	bing'yuan
病灶	bing'zao
病症	bing'zheng
病重	bing'zhong
病株	bing'zhu
病状	bing'zhuang
病笃	bing'du
并把	bing'ba
并被	bing'bei
并不	bing'bu
并不是	bing'bu'shi
并从	bing'cong
并存	bing'cun
并当	bing'dang
并发	bing'fa
并非	bing'fei
并合	bing'he
并驾齐驱	bing'jia'qi'qu
并肩	bing'jian
并肩作战	bing'jian'zuo'zhan
并将	bing'jiang
并进	bing'jin
并经	bing'jing
并就	bing'jiu
并举	bing'ju
并可	bing'ke
并立	bing'li
并力	bing'li
并联	bing'lian
并列	bing'lie
并论	bing'lun
并没有	bing'mei'you
并能	bing'neng
并排	bing'pai
并且	bing'qie
并请	bing'qing
并入	bing'ru
并条	bing'tiao
并吞	bing'tun
并未	bing'wei
并无	bing'wu
并行	bing'xing
并要	bing'yao
并以	bing'yi
并用	bing'yong
并在	bing'zai
并重	bing'zhong
玻尔	bo'er
玻利维亚	bo'li'wei'ya
玻璃	bo'li
玻璃板	bo'li'ban
玻璃杯	bo'li'bei
玻璃钢	bo'li'gang
玻璃丝	bo'li'si
玻璃体	bo'li'ti
玻璃纸	bo'li'zhi
菠菜	bo'cai
菠萝	bo'luo
播出	bo'chu
播放	bo'fang
播幅	bo'fu
播送	bo'song
播音	bo'yin
播种	bo'zhong
播种机	bo'zhong'ji
播种面积	bo'zhong'mian'ji
播种期	bo'zhong'qi
拨付	bo'fu
拨款	bo'kuan
拨乱反正	bo'luan'fan'zheng
拨子	bo'zi
波长	bo'chang
波导	bo'dao
波导管	bo'dao'guan
波动	bo'dong
波段	bo'duan
波多黎各	bo'duo'li'ge
波恩	bo'en
波尔多液	bo'er'duo'ye
波峰	bo'feng
波哥大	bo'ge'da
波谷	bo'gu
波及	bo'ji
波兰	bo'lan
波澜	bo'lan
波澜壮阔	bo'lan'zhuang'kuo
波浪	bo'lang
波浪翻腾	bo'lang'fan'teng
波罗的海	bo'luo'de'hai
波美	bo'mei
波士顿	bo'shi'dun
波束	bo'shu
波斯	bo'si
波斯湾	bo'si'wan
波涛	bo'tao
波特	bo'te
波纹	bo'wen
波形	bo'xing
波音	bo'yin
波源	bo'yuan
波折	bo'zhe
博爱	bo'ai
博茨瓦纳	bo'ci'wa'na
博得	bo'de
博览会	bo'lan'hui
博士	bo'shi
博物	bo'wu
博物馆	bo'wu'guan
博学	bo'xue
勃勃	bo'bo
勃发	bo'fa
勃列日涅夫	bo'lie'ri'nie'fu
勃起	bo'qi
勃然	bo'ran
搏斗	bo'dou
箔纸	bo'zhi
脖子	bo'zi
渤海	bo'hai
渤海湾	bo'hai'wan
驳斥	bo'chi
驳船	bo'chuan
驳倒	bo'dao
驳回	bo'hui
捕风	bu'feng
捕获	bu'huo
捕鲸	bu'jing
捕鲸船	bu'jing'chuan
捕捞	bu'lao
捕食	bu'shi
捕捉	bu'zhuo
哺乳	bu'ru
哺乳动物	bu'ru'dong'wu
哺育	bu'yu
补偿	bu'chang
补充	bu'chong
补丁	bu'ding
补发	bu'fa
补给	bu'gei
补给	bu'ji
补角	bu'jiao
补救	bu'jiu
补考	bu'kao
补课	bu'ke
补票	bu'piao
补齐	bu'qi
补缺	bu'que
补色	bu'se
补贴	bu'tie
补习	bu'xi
补选	bu'xuan
补语	bu'yu
补正	bu'zheng
补种	bu'zhong
补助	bu'zhu
补助金	bu'zhu'jin
补足	bu'zu
补裰	bu'duo
不安	bu'an
不备	bu'bei
不比	bu'bi
不必	bu'bi
不必要	bu'bi'yao
不避	bu'bi
不避嫌疑	bu'bi'xian'yi
不便	bu'bian
不变	bu'bian
不变资本	bu'bian'zi'ben
不测	bu'ce
不成	bu'cheng
不迟	bu'chi
不齿	bu'chi
不错	bu'cuo
不大	bu'da
不大对劲	bu'da'dui'jin
不待	bu'dai
不待说	bu'dai'shuo
不单	bu'dan
不但	bu'dan
不但是	bu'dan'shi
不当	bu'dang
不到	bu'dao
不道德	bu'dao'de
不得	bu'de
不得不	bu'de'bu
不得而知	bu'de'er'zhi
不得了	bu'de'le
不得了	bu'de'liao
不得人心	bu'de'ren'xin
不得已	bu'de'yi
不等	bu'deng
不等号	bu'deng'hao
不等价交换	bu'deng'jia'jiao'huan
不等式	bu'deng'shi
不第	bu'di
不掉	bu'diao
不迭	bu'die
不定	bu'ding
不定根	bu'ding'gen
不定期	bu'ding'qi
不懂	bu'dong
不动产	bu'dong'chan
不动声色	bu'dong'sheng'se
不独	bu'du
不短	bu'duan
不断	bu'duan
不断革命	bu'duan'ge'ming
不断革命论	bu'duan'ge'ming'lun
不对	bu'dui
不对头	bu'dui'tou
不多	bu'duo
不多见	bu'duo'jian
不乏	bu'fa
不乏其人	bu'fa'qi'ren
不法	bu'fa
不凡	bu'fan
不犯	bu'fan
不妨	bu'fang
不分	bu'fen
不符	bu'fu
不服	bu'fu
不该	bu'gai
不干涉	bu'gan'she
不甘	bu'gan
不甘落后	bu'gan'luo'hou
不甘心	bu'gan'xin
不敢	bu'gan
不敢当	bu'gan'dang
不根	bu'gen
不公	bu'gong
不共戴天	bu'gong'dai'tian
不够	bu'gou
不顾	bu'gu
不顾一切	bu'gu'yi'qie
不关	bu'guan
不管	bu'guan
不管不顾	bu'guan'bu'gu
不惯	bu'guan
不光	bu'guang
不规则	bu'gui'ze
不轨	bu'gui
不果	bu'guo
不过	bu'guo
不过尔尔	bu'guo'er'er
不过如此	bu'guo'ru'ci
不含糊	bu'han'hu
不寒而栗	bu'han'er'li
不好意思	bu'hao'yi'si
不和	bu'he
不合	bu'he
不合时宜	bu'he'shi'yi
不会	bu'hui
不惑	bu'huo
不及	bu'ji
不计	bu'ji
不计其数	bu'ji'qi'shu
不简单	bu'jian'dan
不见	bu'jian
不见得	bu'jian'de
不见了	bu'jian'le
不讲条件	bu'jiang'tiao'jian
不结盟	bu'jie'meng
不结盟国家	bu'jie'meng'guo'jia
不结盟运动	bu'jie'meng'yun'dong
不解	bu'jie
不借	bu'jie
不仅	bu'jin
不仅仅	bu'jin'jin
不仅仅是	bu'jin'jin'shi
不禁	bu'jin
不尽	bu'jin
不尽然	bu'jin'ran
不经济	bu'jing'ji
不景气	bu'jing'qi
不敬	bu'jing
不久	bu'jiu
不拘	bu'ju
不拘小节	bu'ju'xiao'jie
不觉	bu'jue
不觉莞尔	bu'jue'wan'er
不堪	bu'kan
不堪设想	bu'kan'she'xiang
不可	bu'ke
不可避免	bu'ke'bi'mian
不可不	bu'ke'bu
不可多得	bu'ke'duo'de
不可否认	bu'ke'fou'ren
不可告人	bu'ke'gao'ren
不可磨灭	bu'ke'mo'mie
不可胜数	bu'ke'sheng'shu
不可思议	bu'ke'si'yi
不可想象	bu'ke'xiang'xiang
不可一世	bu'ke'yi'shi
不可战胜	bu'ke'zhan'sheng
不可知论	bu'ke'zhi'lun
不可终日	bu'ke'zhong'ri
不可捉摸	bu'ke'zhuo'mo
不克	bu'ke
不客气	bu'ke'qi
不快	bu'kuai
不愧	bu'kui
不劳而获	bu'lao'er'huo
不理	bu'li
不利	bu'li
不力	bu'li
不良	bu'liang
不良导体	bu'liang'dao'ti
不良倾向	bu'liang'qing'xiang
不了	bu'le
不了	bu'liao
不了了之	bu'liao'liao'zhi
不料	bu'liao
不灵	bu'ling
不漏	bu'lou
不论	bu'lun
不买帐	bu'mai'zhang
不满	bu'man
不忙	bu'mang
不眠	bu'mian
不免	bu'mian
不妙	bu'miao
不敏	bu'min
不明	bu'ming
不明真相	bu'ming'zhen'xiang
不名数	bu'ming'shu
不谋而合	bu'mou'er'he
不能	bu'neng
不能不	bu'neng'bu
不怕	bu'pa
不配	bu'pei
不平	bu'ping
不平等条约	bu'ping'deng'tiao'yue
不平衡	bu'ping'heng
不破不立	bu'po'bu'li
不巧	bu'qiao
不切实际	bu'qie'shi'ji
不求甚解	bu'qiu'shen'jie
不屈	bu'qu
不屈不挠	bu'qu'bu'nao
不然	bu'ran
不仁	bu'ren
不忍	bu'ren
不认帐	bu'ren'zhang
不日	bu'ri
不容	bu'rong
不如	bu'ru
不三不四	bu'san'bu'si
不散	bu'san
不善	bu'shan
不少	bu'shao
不慎	bu'shen
不省人事	bu'xing'ren'shi
不胜	bu'sheng
不胜枚举	bu'sheng'mei'ju
不失时机	bu'shi'shi'ji
不失为	bu'shi'wei
不时	bu'shi
不是	bu'shi
不适	bu'shi
不说	bu'shuo
不说有	bu'shuo'you
不送	bu'song
不特	bu'te
不通	bu'tong
不通人性	bu'tong'ren'xing
不同	bu'tong
不同凡响	bu'tong'fan'xiang
不同意	bu'tong'yi
不透明	bu'tou'ming
不透水	bu'tou'shui
不图	bu'tu
不妥	bu'tuo
不外	bu'wai
不惟	bu'wei
不谓	bu'wei
不文	bu'wen
不稳	bu'wen
不问	bu'wen
不无	bu'wu
不惜	bu'xi
不暇	bu'xia
不相干	bu'xiang'gan
不相容	bu'xiang'rong
不相上下	bu'xiang'shang'xia
不祥	bu'xiang
不详	bu'xiang
不象话	bu'xiang'hua
不象样	bu'xiang'yang
不消	bu'xiao
不孝	bu'xiao
不肖	bu'xiao
不懈	bu'xie
不屑	bu'xie
不屑一顾	bu'xie'yi'gu
不兴	bu'xing
不行	bu'xing
不行了	bu'xing'le
不幸	bu'xing
不休	bu'xiu
不朽	bu'xiu
不锈钢	bu'xiu'gang
不许	bu'xu
不学无术	bu'xue'wu'shu
不言而喻	bu'yan'er'yu
不厌	bu'yan
不要	bu'yao
不要紧	bu'yao'jin
不要脸	bu'yao'lian
不一	bu'yi
不一而足	bu'yi'er'zu
不依	bu'yi
不遗余力	bu'yi'yu'li
不宜	bu'yi
不已	bu'yi
不以为然	bu'yi'wei'ran
不易	bu'yi
不意	bu'yi
不用	bu'yong
不用说	bu'yong'shuo
不由得	bu'you'de
不由分说	bu'you'fen'shuo
不由自主	bu'you'zi'zhu
不虞	bu'yu
不予	bu'yu
不约而同	bu'yue'er'tong
不孕	bu'yun
不在	bu'zai
不在乎	bu'zai'hu
不在了	bu'zai'le
不在意	bu'zai'yi
不择手段	bu'ze'shou'duan
不怎么	bu'zen'me
不曾	bu'ceng
不折不扣	bu'zhe'bu'kou
不振	bu'zhen
不争气	bu'zheng'qi
不正之风	bu'zheng'zhi'feng
不知	bu'zhi
不知道	bu'zhi'dao
不知所措	bu'zhi'suo'cuo
不值	bu'zhi
不止	bu'zhi
不只	bu'zhi
不至于	bu'zhi'yu
不致	bu'zhi
不置	bu'zhi
不中	bu'zhong
不中用	bu'zhong'yong
不住	bu'zhu
不准	bu'zhun
不着	bu'zhao
不自在	bu'zi'zai
不足	bu'zu
不足齿数	bu'zhu'chi'shu
不足道	bu'zu'dao
不足为奇	bu'zu'wei'qi
不做声	bu'zuo'sheng
不羁	bu'ji
不矜不伐	bu'jin'bu'fa
布帛	bu'bo
布达拉宫	bu'da'la'gong
布达佩斯	bu'da'pei'si
布尔乔亚	bu'er'qiao'ya
布尔什维克	bu'er'shen'wei'ke
布防	bu'fang
布告	bu'gao
布谷鸟	bu'gu'niao
布加勒斯特	bu'jia'le'si'te
布景	bu'jing
布局	bu'ju
布拉柴维尔	bu'la'chai'wei'er
布拉格	bu'la'ge
布朗	bu'lang
布朗运动	bu'lang'yun'dong
布雷	bu'lei
布隆迪	bu'long'di
布鲁诺	bu'lu'nuo
布满	bu'man
布面	bu'mian
布匹	bu'pi
布什	bu'shen
布特	bu'te
布头	bu'tou
布线	bu'xian
布依族	bu'yi'zu
布衣	bu'yi
布阵	bu'zhen
布置	bu'zhi
布庄	bu'zhuang
布梏	bu'gu
步兵	bu'bing
步步	bu'bu
步道	bu'dao
步调	bu'diao
步调一致	bu'diao'yi'zhi
步伐	bu'fa
步法	bu'fa
步军统领	bu'jun'tong'ling
步履	bu'lv
步枪	bu'qiang
步行	bu'xing
步骤	bu'zhou
步子	bu'zi
步足	bu'zu
簿册	bu'ce
簿记	bu'ji
部颁	bu'ban
部长	bu'chang
部长	bu'zhang
部长会议	bu'chang'hui'yi
部长会议	bu'zhang'hui'yi
部队	bu'dui
部发	bu'fa
部分	bu'fen
部级	bu'ji
部件	bu'jian
部类	bu'lei
部落	bu'luo
部门	bu'men
部首	bu'shou
部署	bu'shu
部属	bu'shu
部委	bu'wei
部位	bu'wei
部下	bu'xia
部族	bu'zu
擦除	ca'chu
擦掉	ca'diao
擦干	ca'gan
擦肩而过	ca'jian'er'guo
擦净	ca'jing
擦亮	ca'liang
擦破	ca'po
擦伤	ca'shang
猜测	cai'ce
猜忌	cai'ji
猜谜	cai'mi
猜想	cai'xiang
猜疑	cai'yi
猜中	cai'zhong
裁撤	cai'che
裁成	cai'cheng
裁掉	cai'diao
裁定	cai'ding
裁缝	cai'feng
裁剪	cai'jian
裁减	cai'jian
裁决	cai'jue
裁军	cai'jun
裁开	cai'kai
裁判	cai'pan
裁判员	cai'pan'yuan
材积	cai'ji
材积表	cai'ji'biao
材料	cai'liao
材种	cai'zhong
才把	cai'ba
才分	cai'fen
才干	cai'gan
才华	cai'hua
才将	cai'jiang
才具	cai'ju
才可	cai'ke
才能	cai'neng
才气	cai'qi
才是	cai'shi
才行	cai'xing
才有	cai'you
才智	cai'zhi
才子	cai'zi
财宝	cai'bao
财产	cai'chan
财产关系	cai'chan'guan'xi
财产清查	cai'chan'qing'cha
财产权	cai'chan'quan
财产税	cai'chan'shui
财大气粗	cai'da'qi'cu
财阀	cai'fa
财富	cai'fu
财富论坛	cai'fu'lun'tan
财会	cai'hui
财货	cai'huo
财经	cai'jing
财力	cai'li
财力物力	cai'li'wu'li
财贸	cai'mao
财权	cai'quan
财神	cai'shen
财神爷	cai'shen'ye
财税	cai'shui
财团	cai'tuan
财物	cai'wu
财务	cai'wu
财源	cai'yuan
财政	cai'zheng
财政部	cai'zheng'bu
财政赤字	cai'zheng'chi'zi
财政年度	cai'zheng'nian'du
财政危机	cai'zheng'wei'ji
财政资金	cai'zheng'zi'jin
财主	cai'zhu
采办	cai'ban
采伐	cai'fa
采访	cai'fang
采购	cai'gou
采购供应站	cai'gou'gong'ying'zhan
采光	cai'guang
采集	cai'ji
采掘	cai'jue
采空区	cai'kong'qu
采矿	cai'kuang
采矿方法	cai'kuang'fang'fa
采矿工业	cai'kuang'gong'ye
采买	cai'mai
采纳	cai'na
采暖	cai'nuan
采区	cai'qu
采取	cai'qu
采样	cai'yang
采邑	cai'yi
采用	cai'yong
采油	cai'you
采摘	cai'zhai
采制	cai'zhi
采种	cai'zhong
采珠	cai'zhu
彩带	cai'dai
彩电	cai'dian
彩虹	cai'hong
彩绘	cai'hui
彩礼	cai'li
彩色	cai'se
彩色电视	cai'se'dian'shi
彩色片	cai'se'pian
彩饰	cai'shi
彩陶	cai'tao
彩霞	cai'xia
彩显	cai'xian
彩云	cai'yun
彩珠	cai'zhu
菜场	cai'chang
菜单	cai'dan
菜刀	cai'dao
菜地	cai'di
菜豆	cai'dou
菜花	cai'hua
菜篮子	cai'lan'zi
菜篮子工程	cai'lan'zi'gong'cheng
菜谱	cai'pu
菜蔬	cai'shu
菜苔	cai'tai
菜油	cai'you
菜园	cai'yuan
菜籽	cai'zi
菜子	cai'zi
菜肴	cai'yao
蔡文姬	cai'wen'ji
蔡元培	cai'yuan'pei
餐具	can'ju
餐厅	can'ting
餐桌	can'zhuo
参差	cen'ci
参差不齐	cen'ci'bu'qi
参观	can'guan
参加	can'jia
参见	can'jian
参军	can'jun
参看	can'kan
参考	can'kao
参考书	can'kao'shu
参考消息	can'kao'xiao'xi
参考资料	can'kao'zi'liao
参量	can'liang
参谋	can'mou
参谋长	can'mou'chang
参谋长	can'mou'zhang
参茸茸	shen'rong'rong
参事	can'shi
参数	can'shu
参天	can'tian
参议	can'yi
参议员	can'yi'yuan
参议院	can'yi'yuan
参与	can'yu
参与制	can'yu'zhi
参预	can'yu
参阅	can'yue
参赞	can'zan
参战	can'zhan
参照	can'zhao
参照物	can'zhao'wu
参政	can'zheng
参政权	can'zheng'quan
蚕豆	can'dou
蚕蛾	can'e
蚕茧	can'jian
蚕卵	can'luan
蚕桑	can'sang
蚕食	can'shi
蚕室	can'shi
蚕丝	can'si
蚕蛹	can'yong
蚕种	can'zhong
蚕座	can'zuo
残暴	can'bao
残兵	can'bing
残部	can'bu
残存	can'cun
残废	can'fei
残骸	can'hai
残害	can'hai
残疾	can'ji
残局	can'ju
残酷	can'ku
残留	can'liu
残破	can'po
残缺	can'que
残忍	can'ren
残杀	can'sha
残炭	can'tan
残余	can'yu
惭愧	can'kui
惨案	can'an
惨白	can'bai
惨败	can'bai
惨淡	can'dan
惨叫	can'jiao
惨杀	can'sha
惨死	can'si
惨痛	can'tong
惨遭	can'zao
惨重	can'zhong
惨状	can'zhuang
灿烂	can'lan
苍白	cang'bai
苍苍	cang'cang
苍翠	cang'cui
苍黄	cang'huang
苍劲	cang'jin
苍老	cang'lao
苍茫	cang'mang
苍松	cang'song
苍天	cang'tian
苍蝇	cang'ying
舱室	cang'shi
舱位	cang'wei
仓促	cang'cu
仓皇	cang'huang
仓库	cang'ku
仓廪	cang'lin
沧海	cang'hai
沧桑	cang'sang
沧州	cang'zhou
藏青果	zang'qing'guo
操场	cao'chang
操持	cao'chi
操劳	cao'lao
操练	cao'lian
操心	cao'xin
操之过急	cao'zhi'guo'ji
操纵	cao'zong
操纵台	cao'zong'tai
操纵性	cao'zong'xing
操作	cao'zuo
操作规程	cao'zuo'gui'cheng
操作台	cao'zuo'tai
操作系统	cao'zuo'xi'tong
操作员	cao'zuo'yuan
糙米	cao'mi
槽钢	cao'gang
槽子	cao'zi
曹参	cao'can
曹操	cao'cao
曹福田	cao'fu'tian
曹汝霖	cao'ru'lin
曹爽	cao'shuang
曹魏	cao'wei
曹雪芹	cao'xue'qin
曹丕	cao'pi
曹禺	cao'yu
曹锟	cao'kun
草案	cao'an
草包	cao'bao
草本	cao'ben
草本植物	cao'ben'zhi'wu
草草	cao'cao
草场	cao'chang
草虫	cao'chong
草创	cao'chuang
草丛	cao'cong
草地	cao'di
草甸	cao'dian
草房	cao'fang
草稿	cao'gao
草料	cao'liao
草履虫	cao'lv'chong
草绿	cao'lv
草莽	cao'mang
草帽	cao'mao
草木	cao'mu
草木灰	cao'mu'hui
草拟	cao'ni
草棚	cao'peng
草皮	cao'pi
草坪	cao'ping
草签	cao'qian
草绳	cao'sheng
草书	cao'shu
草酸	cao'suan
草堂	cao'tang
草图	cao'tu
草席	cao'xi
草鞋	cao'xie
草药	cao'yao
草叶	cao'ye
草鱼	cao'yu
草原	cao'yuan
草约	cao'yue
草纸	cao'zhi
草莓	cao'mei
厕所	ce'suo
策动	ce'dong
策划	ce'hua
策略	ce'lue
策应	ce'ying
策源地	ce'yuan'di
侧耳	ce'er
侧根	ce'gen
侧门	ce'men
侧面	ce'mian
侧身	ce'shen
侧线	ce'xian
侧芽	ce'ya
侧翼	ce'yi
侧枝	ce'zhi
侧重	ce'zhong
册页	ce'ye
册子	ce'zi
测出	ce'chu
测定	ce'ding
测度	ce'duo
测谎	ce'huang
测绘	ce'hui
测距	ce'ju
测力计	ce'li'ji
测量	ce'liang
测取	ce'qu
测深	ce'shen
测试	ce'shi
测树学	ce'shu'xue
